"id","producto","tienda","categorias","variantes_origen","variantes_presentadas","duplicados_agrupados","etiquetas_genericas_origen","estado","controles","valores"
"dore-rose-fed35b79b53e","Cooling Sleep Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","40","40","0","0","configurador","Color (visual) | Talla (buttons) | Medida (buttons)","Color: Gris / Azul marino / Beige / Blanco | Talla: Euro (80 x 80cm) (32 x 32 inch) / Jumbo (60 x 70cm) (24 x 28 inch) / King (51 x 92cm) (20 x 36 inch) / Lumbar (40 x 80cm) (16 x 32 inch) / Queen (50 x 75 cm) (20 x 30 inch) / Standard (50 x 60cm) (20 x 24 inch) | Medida: Twin / Twin XL (180 x 225 cm) (70 x 88.5 inch) / Full / Queen (225 x 225 cm) (88.5 x 88.5 inch)"
"dore-rose-a7d10bd661a9","Cooling Sleep Mask","Dore & Rose","Belleza y cuidado | Accesorios mujer","3","3","0","3","configurador","Color (visual)","Color: Gris oscuro / Azul marino / Azul claro"
"dore-rose-b17b0fb56d7f","Deep Sleep Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","40","40","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Champán / Negro / Blanco / Verde oliva / Rosa | Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 | Talla: Euro (80 x 80cm) (32 x 32inch) / Jumbo (60 x 70cm) (24 x 28inch) / King (51 x 92cm) (20 x 36inch) / Lumbar (40 x 80cm) (16 x 32inch) / Queen (50 x 75cm) (20 x 30inch) / Standard (50 x 60cm) (20 x 24inch)"
"dore-rose-a29d32af6570","Deep Sleep Mask","Dore & Rose","Belleza y cuidado | Accesorios mujer","18","5","13","18","configurador","Color (visual)","Color: Azul marino / Verde oliva / Rosa / Marrón / Burdeos"
"dore-rose-d73ed87da260","Deep Sleep Mask - Special Deal","Dore & Rose","Belleza y cuidado | Accesorios mujer","6","6","0","6","configurador","Color (visual) | Color o diseño (visual)","Color: Azul marino / Negro / Marrón / Rosa | Color o diseño: Diseño 1 / Diseño 2 / Diseño 3"
"dore-rose-c0bfa501d4b0","Dore & Rose Suitcase Belt","Dore & Rose","Aventura y viajes | Accesorios mujer","2","2","0","2","configurador","Color (visual)","Color: Rosa / Negro"
"dore-rose-f22084a0201b","Dore & Rose Teddy","Dore & Rose","Belleza y cuidado | Accesorios mujer","2","2","0","2","configurador","Color (visual)","Color: Marrón / Rosa"
"dore-rose-857edbdb91ae","Dore & Rose X Ekster - Trackable Passport Cover","Dore & Rose","Aventura y viajes | Accesorios mujer","2","2","0","2","configurador","Color (visual)","Color: Azul / Rosa"
"dore-rose-e5cc4d85be90","Family Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","12","4","8","0","configurador","Talla (buttons)","Talla: Jumbo (60 x 70cm) (24 x 28inch) / Lumbar (40 x 80cm) (16 x 32inch) / Queen (50 x 75 cm) (20 x 30inch) / Standard (50 x 60cm) (20 x 24inch)"
"dore-rose-33e83f24b3ca","Henley Sleep Set","Dore & Rose","Moda mujer | Belleza y cuidado","30","30","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Rosa / Azul claro / Verde oliva | Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 | Talla: XS / S / M / L / XL"
"dore-rose-2b746296cf08","Jersey Sleep Set","Dore & Rose","Moda mujer | Belleza y cuidado","34","34","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Rosa / Verde oliva | Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 / Diseño 5 | Talla: XS / S / M / L / XL"
"dore-rose-cb3a6b708fbb","Kids Deep Sleep Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","2","2","0","2","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2"
"dore-rose-fdb1bd169375","Kids Deep Sleep Mask","Dore & Rose","Belleza y cuidado | Accesorios mujer","3","3","0","3","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3"
"dore-rose-b25324c1697e","Kids Premium Silk Pillowcase","Dore & Rose","Hogar y cocina | Belleza y cuidado","3","3","0","3","configurador","Color (visual) | Color o diseño (visual)","Color: Azul / Champán | Color o diseño: Diseño 1 / Diseño 2"
"dore-rose-0e2464666377","Large Scrunchie","Dore & Rose","Belleza y cuidado | Accesorios mujer","5","4","1","5","configurador","Color (visual)","Color: Champán / Negro / Rosa / Marrón"
"dore-rose-1fd291881c31","Long Premium Silk PJ Set","Dore & Rose","Moda mujer | Belleza y cuidado","40","40","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Negro / Azul / Topo / Marrón / Burdeos / Rosa | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-45cc2ca0ac81","Long Premium Striped PJ Set","Dore & Rose","Moda mujer | Belleza y cuidado","12","12","0","0","configurador","Color (visual) | Talla (buttons)","Color: Azul / Rosa / Verde | Talla: XS / S / M / L"
"dore-rose-548d5dabc740","Long Tencel PJ Set","Dore & Rose","Moda mujer | Belleza y cuidado","30","30","0","0","configurador","Color (visual) | Talla (buttons)","Color: Negro / Azul / Azul claro / Verde / Rosa | Talla: XS / S / M / L / XL"
"dore-rose-59968f896912","Pointelle Baby Tee and Pants Set","Dore & Rose","Moda mujer | Belleza y cuidado","20","20","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Blanco / Rosa / Amarillo | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-aca2b48a5f8d","Pointelle Cami and Short Set","Dore & Rose","Moda mujer | Belleza y cuidado","15","15","0","0","configurador","Color (visual) | Talla (buttons)","Color: Blanco / Rosa / Amarillo | Talla: XS / S / M / L / XL"
"dore-rose-1692e1bf75c8","Pointelle Cardigan","Dore & Rose","Moda mujer | Belleza y cuidado","20","20","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Blanco / Rosa / Amarillo | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-18244322caa8","Pointelle Jersey Sleep Set","Dore & Rose","Moda mujer | Belleza y cuidado","20","20","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Blanco / Rosa / Amarillo | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-32df849b61b6","Premium Silk Bonnet","Dore & Rose","Belleza y cuidado | Accesorios mujer","3","3","0","3","configurador","Color (visual)","Color: Negro / Burdeos / Topo"
"dore-rose-d9840df9e581","Premium Silk Duvet Cover","Dore & Rose","Belleza y cuidado | Accesorios mujer","8","8","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Rosa / Blanco | Color o diseño: Diseño 1 / Diseño 2 | Talla: Full (200 x 220 cm) (78 x 87 inch) / King (260 x 240 cm) (103 x 93 inch) / Queen (220 x 240 cm) (87 x 93 inch) / Twin (180 x 220 cm) (70 x 87 inch)"
"dore-rose-58547e00050c","Premium Silk Pillowcase","Dore & Rose","Hogar y cocina | Belleza y cuidado","35","35","0","0","configurador","Color (visual) | Talla (buttons)","Color: Rosa / Gris / Blanco / Champán / Verde / Azul | Talla: Euro (80 x 80cm) (32 x 32inch) / Jumbo (60 x 70cm) (24 x 28inch) / King (51 x 92cm) (20 x 36inch) / Lumbar (40 x 80cm) (16 x 32inch) / Queen (50 x 75cm) (20 x 30inch) / Standard (50 x 60cm) (20 x 24inch)"
"dore-rose-4d2555820e84","Premium Silk Sleep Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","6","6","0","0","configurador","Talla (buttons)","Talla: Euro (80 x 80cm) (32 x 32inch) / Jumbo (60 x 70cm) (24 x 28inch) / King (51 x 92cm) (20 x 36inch) / Lumbar (40 x 80cm) (16 x 32inch) / Queen (50 x 75cm) (20 x 30inch) / Standard (50 x 60cm) (20 x 24inch)"
"dore-rose-0cc3271ea29e","Premium Silk Sleep Mask","Dore & Rose","Belleza y cuidado | Accesorios mujer","6","5","1","6","configurador","Color (visual) | Color o diseño (visual)","Color: Champán / Rosa / Blanco / Verde oliva | Color o diseño: Diseño 1 / Diseño 2"
"dore-rose-32d8006af4be","Premium Silk Slip Dress","Dore & Rose","Belleza y cuidado | Accesorios mujer","9","9","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: S / M / L"
"dore-rose-de34d264a082","Scalloped Short Tencel PJ Set","Dore & Rose","Moda mujer | Belleza y cuidado","15","15","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Rosa / Azul claro | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-b1c4b36df0fc","Scalloped Silk Pillowcase","Dore & Rose","Hogar y cocina | Belleza y cuidado","12","12","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Blanco / Azul claro / Marrón | Color o diseño: Diseño 1 / Diseño 2 | Talla: Jumbo (60 x 70cm) (24 x 28inch) / Queen (50 x 75cm) (20 x 30inch) / Standard (50 x 60cm) (20 x 24inch)"
"dore-rose-70fe5324a287","Scalloped Silk PJ Set","Dore & Rose","Moda mujer | Belleza y cuidado","20","20","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Marrón / Blanco / Azul | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-d88ce8ce996e","Short Cami Set","Dore & Rose","Moda mujer | Belleza y cuidado","25","25","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Blanco / Rosa / Negro / Azul claro | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-b0db4a1d4d14","Short Premium Striped PJ Set","Dore & Rose","Moda mujer | Belleza y cuidado","8","8","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L"
"dore-rose-05179947aae8","Short Silk Gown","Dore & Rose","Moda mujer | Belleza y cuidado","6","6","0","0","configurador","Color (visual) | Talla (buttons)","Color: Azul claro / Marrón | Talla: S / M / L"
"dore-rose-2f8295431a9c","Short Tencel PJ Set","Dore & Rose","Moda mujer | Belleza y cuidado","15","15","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Azul claro / Rosa | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-e92e53ff7e12","Silk Cami and Gown Bundle","Dore & Rose","Moda mujer | Belleza y cuidado","21","10","11","0","configurador","Color (visual) | Talla (buttons)","Color: Marrón / Azul claro | Talla: XS / S / M / L / XL"
"dore-rose-7999524440fb","Silk Cami Set","Dore & Rose","Moda mujer | Belleza y cuidado","25","25","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Marrón / Blanco / Azul / Champán | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-e8c64ee47d40","Silk Care Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","12","12","0","0","configurador","Color (visual) | Talla (buttons)","Color: Negro / Topo / Burdeos | Talla: XS / S / M / L / XL"
"dore-rose-3bb51d01dfd1","Silk Dream Bundle","Dore & Rose","Moda mujer | Belleza y cuidado","32","32","0","0","configurador","Color (visual) | Color o diseño (visual) | Talla (buttons)","Color: Rosa / Marrón / Negro / Topo / Burdeos / Azul | Color o diseño: Diseño 1 / Diseño 2 | Talla: XS / S / M / L / XL"
"dore-rose-0ab721877bad","Silk Escape Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","8","2","6","8","configurador","Color (visual)","Color: Negro / Champán"
"dore-rose-c83170498a73","Silk Essentials Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","8","8","0","0","configurador","Talla (buttons)","Talla: Jumbo (60 x 70cm) (24 x 28inch) / Lumbar (40 x 80cm) (16 x 32inch) / Queen (50 x 75cm) (20 x 30inch) / Standard (50 x 60cm) (20 x 24inch)"
"dore-rose-e7822e11d660","Silk Hair Care Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","3","3","0","3","configurador","Color (visual)","Color: Negro / Burdeos / Champán"
"dore-rose-32d8b08697d7","Silk Headband","Dore & Rose","Belleza y cuidado | Accesorios mujer","4","4","0","4","configurador","Color (visual)","Color: Marrón / Negro / Champán / Gris"
"dore-rose-e11831e0573d","Silk PJ Travel Pouch","Dore & Rose","Aventura y viajes | Accesorios mujer","5","4","1","5","configurador","Color (visual)","Color: Marrón / Beige / Azul marino / Negro"
"dore-rose-2658b4c9b84f","Silk PJs + FREE Sleep Mask","Dore & Rose","Moda mujer | Belleza y cuidado","19","19","0","0","configurador","Color (visual) | Talla (buttons)","Color: Marrón / Topo / Azul / Negro | Talla: XS / S / M / L / XL"
"dore-rose-bf604622919e","Silk Scrunchies","Dore & Rose","Belleza y cuidado | Accesorios mujer","23","8","15","23","configurador","Color (visual)","Color: Marrón / Negro / Antracita / Azul / Azul claro / Rosa / Blanco / Champán"
"dore-rose-6798cce40f54","Silk Sleep Mask & Headband Duo","Dore & Rose","Belleza y cuidado | Accesorios mujer","4","4","0","4","configurador","Color (visual)","Color: Negro / Marrón / Champán / Gris"
"dore-rose-dd9f7857fd78","Silk Travel Pillow","Dore & Rose","Aventura y viajes | Accesorios mujer","2","2","0","2","configurador","Color (visual)","Color: Rosa / Azul"
"dore-rose-9eee5b3904ba","Sleep Socks","Dore & Rose","Belleza y cuidado | Accesorios mujer","2","2","0","2","configurador","Color (visual)","Color: Rosa / Blanco"
"dore-rose-130de285e3b6","Striped Cotton Duvet Cover","Dore & Rose","Belleza y cuidado | Accesorios mujer","4","4","0","0","configurador","Talla (buttons)","Talla: Full (200 x 220 cm) (78 x 87 inch) / King (260 x 240 cm) (103 x 93 inch) / Queen (220 x 240 cm) (87 x 93 inch) / Twin (180 x 220 cm) (70 x 87 inch)"
"dore-rose-2ac75be488cd","Sweetheart Short PJ Bundle","Dore & Rose","Moda mujer | Belleza y cuidado","5","5","0","0","configurador","Talla (buttons)","Talla: XS / S / M / L / XL"
"dore-rose-ba7f70fc4edd","Sweetheart Tencel PJ Bundle","Dore & Rose","Moda mujer | Belleza y cuidado","5","5","0","0","configurador","Talla (buttons)","Talla: XS / S / M / L / XL"
"dore-rose-8fe316e3a2cc","The Ultimate Boyfriend Tee","Dore & Rose","Moda mujer | Belleza y cuidado","4","4","0","0","configurador","Color (visual) | Talla (buttons)","Color: Negro / Blanco | Talla: L/XL / S/M"
"dore-rose-ab5e2a916c4a","Travel Pouch","Dore & Rose","Aventura y viajes | Accesorios mujer","8","7","1","8","configurador","Color (visual) | Color o diseño (visual)","Color: Negro / Champán / Verde / Rosa / Azul | Color o diseño: Diseño 1 / Diseño 2"
"dore-rose-f8f988b7ea43","Ultimate Cooling Sleep Bundle","Dore & Rose","Belleza y cuidado | Accesorios mujer","40","40","0","0","configurador","Color (visual) | Talla (buttons) | Medida (buttons)","Color: Beige / Azul marino / Gris / Azul claro | Talla: Euro (80 x 80cm) (32 x 32 inch) / Jumbo (60 x 70cm) (24 x 28 inch) / King (51 x 92cm) (20 x 36 inch) / Lumbar (40 x 80cm) (16 x 32 inch) / Queen (50 x 75 cm) (20 x 30 inch) / Standard (50 x 60cm) (20 x 24 inch) | Medida: Twin / Twin XL (180 x 225 cm) (70 x 88.5 inch) / Full / Queen (225 x 225 cm) (88.5 x 88.5 inch) / ⁠King / Cal King (260 x 240 cm) (102 x 94 inch)"
"heybike-2bd26e338ed2","EC 1-ST Combo","Heybike","Deportes y aire libre","3","3","0","0","configurador","Color (visual) | Color o diseño (visual)","Color: Turquesa / Rosa claro | Color o diseño: Diseño 1 / Diseño 2"
"heybike-693574c69192","EC1 Heckgepäckträger","Heybike","Deportes y aire libre","2","2","0","0","configurador","Configuración (buttons)","Configuración: EC 1 / EC 1-ST"
"heybike-0d67417c6e5a","EC1-ST & EC1 Reifen","Heybike","Deportes y aire libre","2","2","0","0","configurador","Configuración (buttons)","Configuración: EC1 / EC1-ST"
"heybike-5075bab8827d","Fahrradträger Packtasche","Heybike","Deportes y aire libre","2","2","0","0","configurador","Color (visual)","Color: Negro / Verde"
"heybike-0cf4fbf0bb96","Helio F - Vintage Edition","Heybike","Deportes y aire libre","2","2","0","0","configurador","Color (visual)","Color: Rojo / Verde racing"
"heybike-e5ddda2d1761","Helio F – Limitierte Künstler-Edition","Heybike","Deportes y aire libre","3","3","0","0","configurador","Configuración (buttons)","Configuración: Hedof Edition / Mark Edition / Emi Edition"
"heybike-a4729ceca224","Helio U","Heybike","Deportes y aire libre","3","3","0","0","configurador","Color (visual)","Color: Rosa / Blanco / Azul glaciar"
"heybike-d5ad6eb81552","Helio U + Helio F Combo","Heybike","Deportes y aire libre","6","6","0","0","configurador","Color (visual) | Color o diseño (visual)","Color: Rosa / Azul glaciar / Rojo / Verde racing | Color o diseño: Diseño 1 / Diseño 2"
"heybike-f992d013564e","Helio U Combo","Heybike","Deportes y aire libre","6","6","0","0","configurador","Color (visual) | Color o diseño (visual)","Color: Rosa / Azul glaciar | Color o diseño: Diseño 1 / Diseño 2"
"heybike-131f5fc7a119","Heybike EC 1","Heybike","Deportes y aire libre","3","3","0","0","configurador","Color (visual)","Color: Negro / Turquesa"
"heybike-f64397d785f0","Heybike EC 1-ST","Heybike","Deportes y aire libre","4","4","0","0","configurador","Color (visual) | Configuración (buttons)","Color: Turquesa / Rosa claro | Configuración: mit Korb / mit schwarzer Tasche"
"heybike-52bcc24699f7","Ladegerät","Heybike","Deportes y aire libre","2","2","0","0","configurador","Configuración (buttons)","Configuración: EC 1 / EC1-ST"
"ss-es-aa1b4a5620b3","Crema Corporal para Hombre","HOMO NATURALS","Belleza y cuidado","3","1","2","0","duplicados_agrupados","",""
"ss-es-2ce677fcaf47","Crema íntima para hombre","HOMO NATURALS","Belleza y cuidado","3","1","2","0","duplicados_agrupados","",""
"ss-es-4535c49b537c","Desodorante Lotus","HOMO NATURALS","Belleza y cuidado","18","6","12","0","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 / Diseño 5 / Diseño 6"
"ss-es-27be463ffcae","Exfoliante + Gel o Crema Antiedad","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-291551f2d137","Gel Antiedad","HOMO NATURALS","Belleza y cuidado","2","2","0","0","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2"
"ss-es-fb5e91192024","Gel de Ducha + Champú 2-en-1","HOMO NATURALS","Belleza y cuidado","3","1","2","2","duplicados_agrupados","",""
"ss-es-092471ffc8c7","Gel de Higiene Intima para hombre","HOMO NATURALS","Belleza y cuidado","3","1","2","0","duplicados_agrupados","",""
"ss-es-113594ccc516","Gel o Crema Antiedad + Corrector Facial","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-ed3e2ea3f005","Gel o Crema Antiedad + Protector solar","HOMO NATURALS","Belleza y cuidado","2","1","1","2","duplicados_agrupados","",""
"ss-es-6a852fb4e168","Kit Desodorante + Crema de Manos","HOMO NATURALS","Belleza y cuidado","5","5","0","0","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 / Diseño 5"
"ss-es-ec3d40cc24db","Limpiador Facial + Crema de Afeitado 2-en-1","HOMO NATURALS","Belleza y cuidado","3","1","2","0","duplicados_agrupados","",""
"ss-es-4280c280977e","Limpiador Facial + Gel o Crema Antiedad","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-191a537551a4","Lubricante Natural","HOMO NATURALS","Belleza y cuidado","3","1","2","0","duplicados_agrupados","",""
"ss-es-74eefce0633e","Protector solar en Spray","HOMO NATURALS","Belleza y cuidado","3","1","2","0","duplicados_agrupados","",""
"ss-es-efbe17d0fec6","Serum Antiedad Triple Acción + Gel o Crema Antiedad","HOMO NATURALS","Belleza y cuidado","2","1","1","2","duplicados_agrupados","",""
"ss-es-96c0f0a27ffc","Serum Antiedad y Antimanchas + Gel o Crema Antiedad","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-b50601f93689","Spray Revitalizante + Gel o Crema Antiedad","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-72d6dd98fabc","Surtido 3 Desodorantes para Hombre","HOMO NATURALS","Belleza y cuidado","4","4","0","0","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4"
"ss-es-aba39bd697db","Tratamiento Facial + Contorno de Ojos","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-5a42e439ee01","Tratamiento Facial + Corrector Facial","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-ee7447906daa","Tratamiento facial + Protector solar","HOMO NATURALS","Belleza y cuidado","2","1","1","2","duplicados_agrupados","",""
"ss-es-fc04340bd263","Tratamiento Facial + Serum Antiedad","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-267bf883be11","Tratamiento Facial 4 Pasos","HOMO NATURALS","Belleza y cuidado","2","1","1","0","duplicados_agrupados","",""
"ss-es-d52f1efe61e6","Tratamiento Facial Diario","HOMO NATURALS","Belleza y cuidado","2","1","1","2","duplicados_agrupados","",""
"ss-es-4c7e37470d40","Batería para bicicleta eléctrica U2, 13 Ah","isinwheel.ES","Deporte | Movilidad eléctrica","2","2","0","0","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2"
"ss-es-f292ccfd53b7","Dos Patinetes Eléctricos Vienen Con Candados Y Descuentos","isinwheel.ES","Deporte | Movilidad eléctrica","3","3","0","0","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3"
"ss-es-bb401bf133e6","EB3 Bicicleta Eléctrica Todo Terreno para Desplazamientos Urbanos y Aventuras Off-Road","isinwheel.ES","Deporte | Movilidad eléctrica","2","2","0","0","configurador","Color (visual)","Color: EB3 Blanco / EB3 Negro"
